text,label
i should have been at the pub instead of which i stayed at home feeling morose and depressed,0
i am no i feel melancholy despondent often angry,0
i quite dig the subdued tone and plot direction i feel a reluctant emotional bond with the show,4
i not talking about relationships here just that initial moment of attraction when you first meet someone how does it feel at that point to be abit disadvantaged,0
i cant be a counselor for you in the way i feel i should i am too damaged myself,0
i can have such a faith because i believe that there are people who have left feeling dismayed and disappointed in a god who did no miracles in their lives,0
i begin feeling dull throbbing pain in my forefoot and after i am done running i have pain in the lateral area of my foot that was once broken,0
i want to talk to you about but with the limited time we have on the phone and with our current arrangment i feel hesitant to bring it up,4
that day i was alone at home after coming home from school i did not know where everyone else had gone,4
i started feeling a little vulnerable when the giant spotlight started blinding me,4
i looked down at my sweet boy hudson i knew this was my calling and that his spirit needed me at all times even when im frustrated and feel helpless and lost as a mother,0
i feel like i love everyone or at least i am compassionate toward others,2
i feel loved and blessed thank you allah,2
i would come home and pour a glass of wine sulk in my feelings until the sweet rest of intoxication took over and sleep pulls me into her bosom,2
i always feel this way in these moods but it s still unpleasant,0
i feel really socially awkward and dont like to get out and meet new people and do things in groups and be adventurous,0
i feel guilty for it may affect my supply then i go back to the routine again diligently,0
i came to china feeling a little frightened of everything around me,4
i was feeling very crappy and it was going down hill the entire week,0
i was worried that it would be awkward and i would feel lonely,0
i feel permanently unimportant and i feel stupid,0
i just sort of feel lame in comparison to other bloggers,0
i guess i just need to see how it goes so while im feeling very nervous im also very excited,4
im feeling a little melancholy tonight days ago,0
i apologise i really shouldn t be thinking that but it just makes me feel that the person isn t taking into consideration the fact that we need to watch other videos to it s called supporting our subscribers does it make me a bad person thinking and feeling this,2
i am still working on how to get past feeling deprived by saying no to foods that are fat sugar filled,0
i feel so stupid because the first week of it fair wasnt even worth working for,0
i wear makeup not only to reflect how beautiful i truly feel on in the inside but also to break the stereotype of the nerdy timid out of the loop woman in the sciences,4
i feel i have no hope of supporting a family and purchasing a house in vancouver,2
i have found a no of people raising this issue but then i have not yet come across any officials addressing the same i am just feeling helpless,4
i feel tortured being a person because no one in the world even think im somebody i wish there will be somebody out there wishing is just a waste of time though i dream too for somebody but its just the same tortured,4
i have been feeling lonely and isolated lately,0
i told dh i was feeling internally shaky,4
i feel useless i feel stupid,0
i am restless i feel lethargic and rudderless,0
i know what i believe and how i feel but some part of me is still hesitant because the old me would have said that anyone who believed there was a god was crazy,4
i find consolation in the beauty of small things but sometimes its just not enough and i feel stupid for trying,0
i feel i cant stop aching,0
i am full of feeling not empty,0
i am writing this at a time when i have also had an upset with the only real parent i have had almost constantly in my life and when theres no brothers and sisters around either i am an only child it feels kinda lonely,0
i feel a little paranoid that i may forget what ive learnt,4
i feel more anxious than i have in quite some time in fact,4
im being particular but id feel uncomfortable even asserting ive ever been in love,4
i started feeling like i was being paranoid since it kept happening,4
i went to bed feeling less anxious and nervous than i had before that call and for that i was thankful,4
i guess she has opened up and known him longer but i cant help feeling a little ignored,0
i am feeling drained it is because i am not taking this aspect seriously enough,0
ive been frustrated that i dont walk around floating on air seeing the good in every sidewalk pothole i trip into beating myself up over feeling unsure and scared,4
i feel empty and i wait for new signs,0
i like a good challenge but not at the expense of feeling humiliated,0
i have never done anything to make her cry or want her to cry but after four months i feel a little strange i have never seen that side of her,4
i never feel accepted but you have to go through steps first you are a publisher keeping track of time spent in the ministry trying to get more members,2
i guess ill just feel awkward with him for a while till i get over shit,0
i want to be able to leave my house on my own without feeling terrified and im going to work on this every day,4
i suck a lot at keeping the house clean and yet feel twitchy when its messy,0
i still have feelings for him only broke up for a month or so we re friends at the moment and i want him back as well,0
i have been feeling rather lonely,0
i almost feel confused and out of character when i honestly say actually things are going pretty well,4
i feel that a lot of my life i live in a delicate balance of clean and utter mess,2
i am way less uptight the second time around but i still do feel awkward both at baring myself and at the potential of making anyone else feel uncomfortable,0
i is so brave to express her feelings for tomoe despite being rejected,0
a relationship in which i had put my trust,0
i realize that i let a lot of things bother me that really shouldn t bother me at least to the extent that i am moved to feel this passionate bothered feeling,2
im sure ill also feel a bit nervous,4
i am lacking sleep a bit but i also feel like i have a blank sheet of paper in front of me in many areas of church life,0
i do feel a bit deprived of a typical experience,0
i always feel a little shy in those situations and then nervous that my shyness is making me seem aloof,4
i can still recall the feeling of peacefulness her tender smile and warm hands,2
i feel rejected like i dont belong to the circle those circles that i realised i never was comfortable there,0
i finished this book feeling all gloomy because her emo personality apparently rubbed off on me,0
i feel completely blessed to be a part of this group,2
i feel some sort of disdain that im ashamed to even verbalize and yet i cant bring myself to deny or convince myself otherwise,0
i was left feeling discouraged and hopeless once again,0
i mention this seemingly obvious little tidbit is that either many of my friends have an innate inability to understand this or they feel hurt and neglected because of it,0
i still miss him and feel rather weepy today,0
i feel stressed i venture out to photograph nature in any form and that lifts my spirit,0
i wish i wouldve stopped and just walked my knee is ridiculous and acts up from time to time usually after miles it starts to feel tender while running but i can deal with it no biggie,2
i feel fake hellip b c a real person can feel real emotion and that s something that i can t do,0
i often feel disappointed in my decisions and who i am and call myself names,0
i should run i should always run but i controlled myself pretty well at dinner and did not even feel guilty,0
i feel it aching in my chest,0
i feel like i am coming into my own really caring about myself and what i am feeling thinking doing,2
i feel suddenly startled catch my breath and think it could be any day,4
i just wanted the dark of night to swallow me up into the depth of sleep similar to a coma so as not to feel and endure the suffering deep within,0
i feel a trace of disgrace for the gracious man s embracing her bracelet,2
ive been a bad bad lazy girl i can feel my muscle aching,0
im starting to feel and think as if i dont want to continue to pray for him anymore because its making me feel hopeless,0
i feel unsure because my financial future thanks to the stupid law is at this point partly dependent on js integrity rejected and jilted by j after we took vows unsure and even a little worried about getting passport ability to do so,4
i am feeling pretty sad because it looks like i wont be able to plant my tomato garden this year,0
i feel like parts of me that were repressed and buried for so long are just now surfacing,0
i didnt often feel helpless,0
i like the phrase having submissive feelings then being submissive,0
i feel like ive missed my calling to be a vet because i could spend all day every day visiting with gods precious and magnificent creatures,0
im done with putting up with this constant bullying because that is what it is when you feel threatened and constantly on the defensive and i am tired of constantly defending myself to others,4
i respect his privacy so i wont divulge details of our chat but it got me thinking about the notion of home coz i was feeling a little homesick in the morning and here i was with a total stranger a few thousand miles from singapore but i actually felt at home,0
i can feel the longing and care and love too,2
i feel so empty a href http uwilnevrknow,0
i feel as though this was a project we missed in february or last years february,0
i look back to the pop music from the s my childhood it still feels fake,0
i came up with the following i m drawing a blank as to what this is called to help me when i am feeling fearful or attacked,4
i was feeling a bit discouraged and her words really hit home,0
i just do not feel uptight at all,4
i hear about a teenaged girl devastated by the pimple on her face the morning of prom i feel devastated for her,0
i think there s nobody there but when i reach there i feel suspicious,4
i need to learn to have to feel this much pain and suffering,0
i often feel so distressed and freaked out whenever my child gets sick,4
i feeling rejected but i became a laughing stock among my peers,0
i am feeling a bit nostalgic today,2
i feel weepy already,0
i feel like im really settling into my life here and like im finally back in the spain that ive missed for more than years,0
i feel very nostalgic because i have enjoyed this essence,2
i know that there will be days that i am going to feel discouraged,0
i feel isolated as a stay at home mum shonas story notes d athe only negative for me is that i feel isolated as a stay at home mum,0
im in so much pain and i feel like a useless lump face,0
i feel kind of vain when people tell me im pretty though,0
i feel sexually threatened because some guys can be assholes fuck you of course im going to be a bitch and do whatever i need to do to get my ass out of the situation,4
i can almost feel your delicate heart breaking,2
i feel a little ashamed that i had such low expectations in the first place,0
i feel blessed harper hasnt come down with anything worse but i know its only a matter of time,2
waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened,4
i see food weight gain and feeling punished rather than why i have this need to be in control at all times you know those pesky underlying issues,0
i realized that i was tired of feeling weird in relationships with boys,4
i like it on croissants when im feeling naughty but just eating it alone in a bowl or on a bed of lettuce leaves is satisfying too,2
i suppose most of my writing emerges out of some feeling of emotional urgency so there is usually a sense of darkness,0
i feel foolish and miserable for getting drunk so easily,0
i find it hard to breathe and sometimes feel a little shaken up by the days events,4
i feel myself afraid of being abandoned,4
im just not fully feeling it on an emotional level,0
im feeling lousy right now,0
i constantly feel these fits of discontent,0
i feel empty when the baby isnt there,0
i feel a little bit anxious about it,4
i was feeling very depressed everyday in the midst of having my dream life,0
i feel pretty weird about that considering what my friends and colleagues in nyc and new jersey are going through but it s just the reality,4
i feel passionate about,2
i may not have been posting actively but fortunately i keep a camera pen and notebook where ever i go so whenever i feel very passionate about something i write or take many photos,2
im feeling wildly supportive as i swallow my tension that every single other five year old i know of not only knows his letters but knows them backward,2
i feel dirty srcurl http draftbloger,0
im feeling a little apprehensive as we come near the time we go back to mayo clinic,4
i didnt feel all too devastated until i saw people running from the smoke and all,0
i was in control and now i feel that i have lost it,0
i feel less groggy my trousers were a little looser and truthfully i would rather reach out for a fruit salad then a fully packed sandwich which is going to leave me feeling uncomfortable for the rest of the day,0
i feel it is unfortunate that governor riley has stated that he and the republican party are raising funds to unseat democrats in the elections,0
i do not feel dumb any more,0
i feel like they just feel guilty for treating me badly and i dont really want to go back as i wont get on the league proper anyway due to my inability to make every practice and service hours despite being a very good skater and having a good attitude toward the practices i can make,0
i was a bit too nervous to focus on the faces and the feeling was not unpleasant i wanted to put in a joke to start with especially since it involved the key note speaker and i thought it was funny,0
i feel threatened by not talking about it,4
i want to take a shower without feeling like i was beaten with a baseball bat,0
i feel discouraged at the pace of my personal evolution and often feel like jack kerouac tossing his marbles into the maelstrom surf of big sur,0
i am not feeling shitty about life anymore,0
i am feeling apprehensive about this move and worried i have blown all my money that was meant to pay my rego,4
i know suicide is selfish but right now i feel like i am worthless and that in the long run it would be better for everybody else,0
i end up feeling exhausted for all the rest of the day,0
i know is that i personally feel like staying in bed sleeping hours of the day never working again in my life and maybe eventually taking up hot yoga or zumba or some lame housewife esque passion,2
i feel threatened or anxious i become numb and detatched from my emotions and environment,4
i feel the sting of the words as a dull ache and heavy tear ducts not for my miserable highschool life or for having always been the target,0
i felt myself shrinking and feeling horrible about myself,0
i also love to be complimented substantially more when i feel like i look shitty,0
i tell her how i feel i ll be punished,0
i was feeling pretty terrified full of nervous energy,4
i feel very apprehensive,4
i always feel scared when i see a cop instead of feeling safe,4
i have days were i prefer to be the submissive it is a simple life i feel on the days i am submissive i do my best to please him he seems to be happy enough after two years of having me,0
i feel like i missed the point with this book and therefore i feel kind of dumb,0
i love kitties and i kind of feel like spiders are underrated and over hated,0
i have control issues though they really only kick badly when i feel unprotected or dont trust my safety net,4
i feel so scared for him,4
i make jokes about being happy to get rid of them for the school year but its just because i feel incredibly vulnerable about sharing them with others,4
im feeling a bit homesick,0
i am feeling any less submissive,0
i feel like doing or not doing its mind numbingly dull to debate the nuances of the women this and men that model,0
i feel pretty lame all together so i will stop here and share a bit more of my fudgy mediocre doodles,0
i feel like im becoming the most dull witless stupid zombie by spending my life with him and his friends,0
i have friends and family back home that can help me when i m feeling homesick because i m sure i will be,0
i feel like a sweet fix then these are now my go to snack,2
i was trying to be a friend to him so that he wouldnt feel rejected by me,0
i thought we were going to talk and try and work at things so i was shocked to find out steve had decided he wanted to be on his own the thing that broke me was the feeling of been unloved,0
i always forgive and am still feeling hurt,0
i dunno being around him makes me feel like a startled rabbit,4
i feel ugly i mean i m being calle,0
i did however feel somewhat disheartened at the end of tonight,0
i feel like an idiot for looking a bunch of keys that weren t there and i m getting frantic about nick not letting me in for forgetting my keys,4
i look at it like if someone doesnt like me or care about me in a way thats different than just friends i feel unimportant like no one cares about me,0
i feel so accepted,2
i can totally sympathize with everyone here who doesn t speak native english as i feel like a brain damaged five year old whenever i try to speak japanese for any length of time,0
i pay godaddy for the privellege of having a domain i feel im also supporting their efforts to get this bill that i vehemently oppose shoved through,2
i feel like a reluctant queen tasked to rule over a nation of miscreants who are exactly like me,4
i feel that the very foundations of my faith have been shaken to the core,4
i feel loyal to style,2
i really have gotten to a place where if i go for more than a day or two without writing i begin to feel very anxious very displaced,4
i can t help but feel jaded,0
i feel stupid and contagious here we are now entertain us a mulatto an albino a mosquito my libido yeah hey yay im worse at what i do best and for this gift i feel blessed our little group has always been and always will until the end hello hello hello how low,0
i make new friends in the process i dont feel too slutty lol,2
i go further let me tell you why i feel unhappy,0
i feel like if i m too fake with lighting you ll be taken away and not immersed in the story,0
i feel pretty weird blogging about deodorant but im a bit of a deodorant snob and find it really hard to find a good one,4
i feel lighter and more compassionate after i have these little talks with myself,2
ive been kicked in the stomach by the eating disorder so many times that i feel kind of numb,0
ill go because it warms my muscles and i always laugh in the midst of our quirky little inter generational exercise family and after six months im a regular which reminds me that ive accomplished the epic feat of no longer feeling in some way intimidated when i go to the gym,4
i had to go to the gym so many times this last spring that i just kind of got used to feeling neurotic and then the neurotic feeling kind of went away,4
i think i feel myself flushing don t be alarmed i m on a headache medicine that causes that sometimes,4
i bring this up because i am feeling increasingly nostalgic for a game ive never played,2
i am feeling a bit groggy today,0
i have noticed my body has not been to happy when i eat red meat and last week i was feeling lethargic and a little seedy nothing i put in seem,0
i was feeling a bit miserable and the only thing that could cheer me up is some good old baking,0
i fully enjoy music when i feel afraid using headphones,4
i feel that the world is a tragic and woeful place to live in,0
i just found out that my gut feeling unpleasant though it was was correct,0
i feel sad for that after all,0
im feeling generous tonight,2
i said look your moving to fast i am at the point in my life where i feel like a victimized child a child that needs to talk and get things out,0
i kneels in front of the bed and lower his head above the older man s crotch and ni ya is surprised to feel tender kisses planted on his hips and inner thighs,2
i feel especially troubled is the fact that these israelis arguably constitute the section of society most inclined to reach a deal with the palestinians,0
i could feel was love and joy and pride when i looked at those two sweet little faces,2
i really hope so i feel so isolated right now and on top of feeling overwhelmed confused lonely stressed and nervous it s really difficult at the moment,0
i was questioning myself and feeling nervous about being able to hit the targets,4
ive basically been cold calling companies with very little success which is why ive been feeling depressed from getting discouraged,0
i don t expect you to feel sorry for me,0
i doubt theres any greater reluctance by federal authorities to employ tear gas and plain force if they feel threatened,4
i began having them several times a week feeling tortured by the hallucinations moving people and figures sounds and vibrations,4
i feel wimpy for complaining about taking credits this semester because i know people who took credits regularly but man this sucks,4
i was devestated would be a grave disservice to my feelings as i can never recall being quite so heartbroken again in my life,0
i am if i go back to the hostel for a break i feel anxious to get back out and see more and more take it all in,4
i really appreciated this even thought i m not christian any type of prayers are welcome and i d been feeling so lost and so out of it,0
i feel my heart shaky all the time now,4
i would have smiled except i was starting to feel like any more uptight comments and my jaw would fall right out of my head,4
i am raising funds for the jag foundation jointly achieving growth a charity that i feel extremely passionate about,2
im busy i just bask in that fabulous overwhelming feeling and when i have really nothing to do i just live my life as a cat would just caring about sleeping and eating,2
i feel so empty in this body,0
i can do all things through christ who gives me strength is a lovely little verse that i repeat over and over when im feeling a little unsure about something,4
i remember feeling paranoid,4
i could still feel all romantic ish,2
i suppose he feels badly because he was a bit skeptical of her pain over the last few months shes had a hyperchondria and exaggeration habit in the past though he never openly questioned her about it,4
i am the only bright spot he has now i feel as if i have been burdened with more than i initially thought,0
i feel like that nurse reluctant to know where to start but optimistic that we can do one thing to help,4
i suppose we had these moments of feeling vulnerable together and we laughed a lot and i felt very alive,4
i woke up feeling distressed instead of rested and it can be hard to change gears after that just ask mike two nights ago i dreamed that we were at my master s graduation which was in my dream held at a water park,4
i hate my job and feel so miserable by it i try and focus on how i can solve the situation,0
i am personally not doing well i feel lethargic with no energy and with the,0
i feel pretty shitty and it s not my fault other people don t appreciate what i do but still i can t help feeling as if i deserve it,0
i couldnt hellip even when it made my heart ache to simply look at you hellip because i loved you so much and i knew you would never return my feelings hellip and i couldnt bring myself to hate you for the idiotic stunt you pulled in the other room either though i do ask that you dont repeat it,0
i cant feel them loving me back,2
i had a pretty trying adolescence and any time im put into a situation where im made to feel inadequate it makes me revert right back into the shy awkward teenager with low self esteem that i was in high school,0
i feel love by sweet little arms wrapped around my legs wet kisses on my face and soft round cheeks on my lips,2
i took a psych o class in college which defined love as something rather selfish its focus being on the way you feel about yourself when youre with your beloved,2
im also feeling gracious and i want to bless you with a few more old tried and true family recipes,2
i came close to just packing up and heading home but then i wondered would home feel less awful,0
i started feeling a bit alarmed but i was not afraid for some reason,4
i feel hated betrayed paranoid childish and hurt,0
i don t really like to have the same kind of music all night but i do want all the bands to feel like they played with someone they liked,2
i just think about all the day i chatted with my mom amp also feeling horny and masturbate myself,2
i have been in the advertising world for over years and left nyc years ago after working as a creative director at some of the best agencies in the world feeling discouraged demoralized and questioning everything that i thought i love in the world of creativity,0
i feel very humiliated but also even more turned on,0
i almost feel like he was trying to be awkward,0
i know that is satans plan to make us feel inadequate but i never expected i would actually listen to him,0
i feel this about my movies he says the fact that my name is on them that means they are doomed,0
i think i still will be when they arrive and that makes me stress and makes me feel so unhappy,0
i don t want to mention the afternoon because i am a highly conscientious person who would hate like to make you feel that unsuccessful,0
i would give everything to know you share my pain feel the aching caused by our parting,0
i feel people are scared of me or given up on me,4
i have to admit i feel a little hesitant about embedding a music video below in this case,4
i can t take medication because its triggering i have to be really at the point of i can t stand what i m feeling anymore just so i can get past that barrier but medicine has me afraid of vomiting,4
i am feeling quite weepy can you get rid of them and she did,0
i cried through it all but i remember them blessing us to feel comfort and i remember feeling a sweet spirit,2
i concentrate on anything else when he feels so miserable,0
im feeling shaky and feverish and mad,4
i was feeling unhappy with my work i joined in with the carping,0
i was beginning to think that i had been cut from the ranks of the frugal antics improv challenge and was beginning to feel a bit insecure about my first entry last month,4
i often find myself feeling assaulted by a multitude of sense impressions,0
i would throw things and feel terrified and agitated,4
i feel quite idiotic but whatever,0
im feeling hesitant to put much else into words,4
i read up on the practicies and cult like beliefs of falun gong and now i feel sceptical and a tad bemused,4
i feel a dull aching a sharp pain in my chest an overwhelming emptiness,0
ive been feeling really shitty lately,0
i feel quite passionate about as communion is of tremendous importance to me personally and theologically,2
i do feel a bit rotten,0
i need her and offers valuable constructive advice when i feel unsure or negative about my writing,4
i got up this morning with a heavy burden in my heart feeling a bit discouraged and questioning god about certain things that still are not clear to me,0
i wish i could be there for all the people who i feel i should be there for and supporting in these times,2
i was ashamed of my family and i was ashamed of myself for feeling ashamed,0
i feel kind of lame this time around,0
i was making up a batch of waffles for breakfast the other morning it occurred to me that i might be feeling homesick,0
i sort of feel like one of those people who was unfortunate and lost their father when they were and life goes on,0
im afraid that if i do that and he doesnt have feelings for me our working relationship will be irreparably damaged and i may lose my job,0
im feeling doubtful about my writing dreams to know shes behind me,4
i have to deal with the fact that society wants everyone to feel like they re in fake love for a couple of days and then we can all forget what emotions are,0
i personally feel that url was a little vain and after awhile i started to get irritated by how self centered it sounded,0
im feeling nervous but since it wasnt sore to touch to stretch or to use the muscles i felt assured it was nothing and that it would pass,4
ive been feeling like im on shaky quilting waters and have started questioning my work,4
i feel so unpleasant gt lt,0
i feel insecure about my arms,4
i feel like a lot of people are intimidated by false lashes because it seems like a largely unnecessary process during your makeup routine,4
i feel she s frantic about controlling her message wary of others readings fearful of what meaning they might find and or create in her performance,4
i remember laying in the bath feeling really emotional knowing that i was going to bring my baby into the world on the day that miss cook was laid to rest,0
i will never forget as he shot the dye into me telling me ok youre going to feel a hot flash and then it will feel like youve pissed yourself,2
i often fought feelings of hopelessness because of our seemingly helpless financial situation,4
i have depression and things just started getting better but today i felt so bad you know they feeling in the pit of you heart that your a worthless failure,0
ive been feeling all listless this two days,0
i feel listless and completely unmotivated to do anything but i will bake some almond poppy seed bread and make a pot of chicken noodle soup in an effort to be less than useless today,0
i feel frightened by it all,4
i leave his words feeling doubtful of the naight ever ending,4
i hope all knitters will rise above their hurt feelings and will show that they are loving caring people by supporting the olympians this summer,2
i feel stressed tired worn out out of shape or neglected,0
i feel like i am being one person whom his life will be very miserable and not doing the best,0
i packed this time around feeling apprehensive about this challenging season and happy to decompress for a few days at my dads before coming home,4
ive learned that even when im feeling hopeless theres still hope,0
i didn t feel like there was something i missed and i take back all the things i said to make you feel like that and i just wish that i didn t feel like there was something i missed and i take back all the things that i said to you,0
i go to bed feeling very distraught otherwise,4
i do now as compared with years ago is that i no longer feel i have to be accepted by others only those who matter to me,2
im feeling so guilty helpless and hopeless,0
i know my feelings being kinda numb pathetic and full of sorrow about a useless thing called love,0
i feel a little disheartened with like im making an effort and getting nothing in return,0
i posted i think it was about feeling sorta shitty and well i didnt want that to be the last post in my blog any more,0
i would feel that a few words would be not only inadequate but a travesty,0
i feel tortured with tiredness everyday,4
im already beholding myself not to be indulged into high intensity of feeling homesick but i think i just did,0
i feel so lousy and useless in my class,0
i feel like quitting rugby because i am ignored,0
i am feeling restless for some reason today,4
i guess we all feel ugly in some sort of way,0
im feeling a little tender and mashed today and im doing my best,2
i started to feel discouraged,0
i wish for each one to feel with my loving embrace ready to hold you and pick you up giving you strength to face whatever challenges lie ahead,2
i feel like im reliving the prequel again another jedi queen in a romantic relationship trying to keep it secret,2
i am really enjoying my time here but ever since fourth of july passed and i reminisced about nyc and home i have been feeling a bit homesick,0
i really think each and every person can begin to sympathise with bernards character on which ever level this might be just because its part of being human to experience self doubt and feel worthless and ultimately unnecessary without purpose,0
i love loving people and when i get the opportunity to really show how i feel i m going to do it no matter how stupid it sounds,0
i feel dirty and cheap just talking about going this far,0
im sick of being dependent even partially so on someone that makes me feel so unwelcome,0
i feel him her in the gentle breeze,2
i feel ungrateful for complaining but i also feel cheated by sitting here quietly,0
i hate being selfish but i gotta admit i feel so depressed about it,0
i began to feel agitated slightly dizzy amp very hungry,4
i can t understand why you keep hiding your feelings when he s so fond of you,2
i feel quite devastated when i have to rush away sometimes,0
i feel ashamed i wasted years of my life partying and wasting time,0
im not down how do you feel about yourself train in vain describe your ex girlfriend boyfriend cool confusion describe your current girlfriend boyfriend whats my name,0
i had a feeling you werent very fond of her,2
i am feeling really weepy today i am sure i will feel better tomorrow xxx,0
i see this ad i cringe and feel disturbed,0
i had moved to my own little flat in london and i was struggling to look after myself which made me feel really useless,0
i feel so nervous about being around people being with someone,4
i want to capture this feeling and put it into words so i can again gain the sweet taste in my mouth right now,2
i was not going to be able to sleep until i knew how it ended and mostly because of another thing which i am not even going to talk about here because it makes me angry all over again and also because i feel horribly neurotic and immature getting upset about it and so we will gloss over that bit,4
i was asked to comment about how i feel about receiving this award and all i said was i feel very embarrassed to be here right now,0
i guess i feel kinda loyal to them since i ultimately plan on jumping ship in mid to late september to escape from california,2
im in confuse and feeling so blank rite now,0
im feeling low and forgotten,0
i feel like washing and caring for the lunapads teaches a certain amount of appreciation for our things,2
im feeling pretty guilty for not even being in the library whilst writing this so imma get my stuff together and dramatically exclaim,0
i actually feel a bit reluctant to really tell you too much about it,4
i also feel like a sophist half the time when im looking for supportive examples,2
i feel horrible for people whose babies accidentally suffocate from blankets and stuff because the guilt must be terrible but in a case like that it was avoidable so its more frustrating than anything,0
i must say it is a wonderful feeling and makes me feel so submissive,0
i feel it s because we re unsure how we can help,4
i feel distressed music on my mind rewrite fma op,4
i do feel like the blank slate leads for a ton of possibilities which gets me really excited,0
i feel awful when reading someones emotional posts especially when i am was having mine,0
i know how i sound and i feel lousy about myself for sounding that way and for feeling the way i sound but i made a good contribution at work today and now the chip is on my shoulder when i think about the mistreatment that i have received,0
i got to feel that lovely weight again,2
i had the feeling that i missed something as characters moved from place to place,0
i feel burdened by the desire to do something but what can we do,0
i would like to experience but i just wished to depart from the others to lay down and relieve myself from this odd sense of nausea and avoid having to make anyone feel bad about having brought up the restaurant in the first place,0
going to take my driving test,4
i still feel guilty to this day for taking a spot,0
i am feeling a little lost without it,0
i feel that he has lost the game,0
i feel like i missed out a bit in not reading this series in order,0
i thought this is precisely why i m making the show because i feel very uncertain in the world,4
i feel more miserable,0
im feeling paranoid im well aware of the governments tactics and if they put it on the books they want to use it,4
i was so traumatised by the pestilence that i was feeling quite delicate and couldnt cook so we had to buy expensive and unhealthy convenience foods from the supermarket in order to avoid starvation,2
i am also feeling awful,0
i certainly feel loved and appreciated and grateful for all that i have,2
during the last academic year ie just before the closure,4
i feel troubled and also terrified your minute my partner and i view hundreds of white jackets and obtain caught from the surgeons evaluating area sterile and clean smelling and brimming with numerous devices,0
i feel gloomy and down,0
im still feeling all wimpy it may be another skip around,4
i am feeling a little uncertain as i am waiting to hear from my land lady to confirm a date and receive my contract,4
i feel bad that i dont have a groupie shot with dan,0
i started feeling my back aching especially the lower back,0
im feeling a little melancholy tonight kinda like the paint on this door,0
i feel strongly about or a line that i want to draw in the sand so to speak i shouldn t be afraid especially at this point to bring up how i feel about what my conclusion should entail etc,4
i was feeling very nostalgic and very grateful,2
i am feeling so low lately just feeling of hopelessness is very disturbing making me tired and sick entire of living this kind of life,0
i have spent the majority of my life trying to change how i look in order to feel accepted by others to feel loved by other to feel better than people around me because in my mind my physicality is the only thing that i have to offer,2
i do feel a little confused about my reproductive future do i want another baby deep down,4
i dont want to talk to anyone because it was such a dumb mistake and i feel so miserable already that i dont think i could take someone giving me one of those are you serious,0
i feel hate whoever that love me or caring towards me,2
i feel like i get blank stares,0
i arrived at the monastery one week later i was feeling terrified,4
i really feel unhappy,0
i feel rather listless and dull today slightly head achy and good chances of blahness throughout the day,0
i am feeling really sad,0
i sing the more confident i feel but i still get a little nervous on an opening night,4
i wanna scream out my feelings that i keep until it bleeds the life is sometimes prejudiced it kills happiness thus it becomes even worst feeling like the life is now meaningless why should i be the victim,0
i began to feel distressed and a feeling of sadness and a desire to kill myself,4
i feel for this little pound lovely is truly a gift,2
i didnt feel so hot,2
i was feeling depressed before i went for this jog,0
i feel low confidence sometimes,0
i didnt feel threatened or concerned really but i wasnt entirely happy about the situation either perhaps instinctively because im usually quite prepared even pleased to speak to a passer by,4
im feeling a bit suspicious,4
ive known that this person has been miserable for years im still feeling pretty shaken,4
i shouldnt feel threatened by that,4
i honestly do not feel discouraged today as i usually do,0
i ignored her minor tantrum and jumped down from the table beginning to pace again and feeling agitated,4
ive had this urgent feeling to write to you and tell you how the files make me feel but have felt hesitant because of fear as to where it will lead me,4
i cant believe with that statement being said that im already feeling sexually deprived,0
i spritz a little bit of this brush it through and it feels moisturized and less damaged,0
im old enough to have experienced lots of the stuff that jake encounters in albeit as a child and it jives with and jogs my recollections and induces a feeling of longing for older simpler times,2
i feel a bit gloomy in general and not entirely sure why,0
i wasn t sure what prompted the thought since i m feeling so blessed these days and the idea of giving up hasn t been a part of my thought process and rarely is in as long as i can remember,2
i seem to remember it was gold dust not willy wonka style gold tickets but i m feeling generous and although i liked the new faceplate for me the redesign just didn t work,2
i was constantly amazed by the world building maybe because it came hand in hand with the gripping pace in the books i feel like there are your sections devoted to character your sections devoted to world building and specific small sections devoted to plot,2
i feel awkward and laugh with me when i make mistakes and have open arms for me even though mine sometimes dangle at my sides hesitant,0
ive been feeling really unsuccessful in a lot of ways,0
i like feeling devastated,0
i can tell pms is at work because i feel so weepy,0
i have wasted entirely too much time feeling insecure about my body,4
i learned a lot from this little project if youre ever feeling intimidated by a diy project just go for it,4
i feel so badly for his daughter thats tragic,0
i know that right before going into the psych ward i was my lowest ever and hadn t eaten in two weeks and then i had to eat and then i had to take a bunch of medications and the weight just went sky high and i feel terrible right now,0
i am tired of feeling awful,0
i had to take them out for a while leaving me feeling even more distressed,4
for the loss of a close friend or relative,0
i love to add just a little milk and when i m feeling especially naughty a splash of caramel and vanilla syrup but shhh,2
i know it s gross to think that you are putting snail mucus on your face but it s a small price for beauty plus the texture of the product is just like any other face cream so it won t feel weird,4
i feel gloomy yet excited,0
im feeling like the lunches are dull,0
i feel ungrateful for stupid shit like,0
i just cant shake my mood and i feel more listless and unsettled than relaxed,0
im so great for having gone to that class feeling was gone replaced by a sense of melancholy for what once was for the body that used to be able to move,0
i feel like im being punished because of it,0
i couldn t help but feel sympathetic for netflix as an army of the misinformed denounced netflix for the recent price hike,2
i feel like i am so devoted to so many other things that my time is being split up weirdly,2
i used string and pins but i feel they get too messy and cluttered looking,0
i feel a little overwhelmed,4
i do feel bad,0
i feel like i would have liked the ending better,2
